"grade","rank","math","verbal","prev","rdg","father","mother","gender"
0,0.431972789115646,540,450,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.82832618025751,570,460,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.692307692307692,440,550,FALSE,"Never","Some College","Some College","Male"
0,0.714634146341463,560,390,FALSE,"Never","Some College","Some College","Male"
0,0.84887459807074,660,580,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
0,0.9,540,490,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.49438202247191,420,450,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.467268623024831,440,490,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.470588235294118,440,390,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.706766917293233,510,490,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.374717832957111,480,490,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
1,0.764367816091954,480,470,FALSE,"Never","Some College","Some College","Male"
1,0.507128309572301,500,410,FALSE,"Never","Some College","Some High School","Male"
1,0.935922330097087,520,470,FALSE,"Never","Some College","Bachelor Degree","Female"
0,0.431192660550459,520,500,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.358407079646018,420,530,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.971428571428571,620,590,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
1,0.35632183908046,500,410,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.693827160493827,510,520,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
0,0.204633204633205,430,420,FALSE,"Never","Some College","Some College","Female"
1,0.895384615384615,570,560,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.966666666666667,600,540,FALSE,"Never","Some High School","High School Diploma or GED","Female"
1,0.748953974895398,560,510,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.728232189973615,350,420,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.868561278863233,570,520,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.578947368421053,450,440,FALSE,"Never","Some College","Bachelor Degree","Female"
0,0.971428571428571,560,430,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.911764705882353,550,540,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.688888888888889,540,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.293248945147679,460,470,FALSE,"Never","High School Diploma or GED","Some High School","Female"
1,0.746361746361746,640,570,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
1,0.77283950617284,480,440,FALSE,"Never","Not Available","Not Available","Female"
0,0.445054945054945,510,410,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.530343007915567,450,390,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.964285714285714,560,620,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.841269841269841,570,550,FALSE,"Never","Some College","Some College","Male"
0,0.727272727272727,500,530,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.539130434782609,430,400,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.57703081232493,430,550,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.64,440,550,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.392193308550186,470,480,FALSE,"Never","Some High School","Some High School","Female"
1,0.968421052631579,590,640,FALSE,"Never","Some College","Some College","Male"
0,0.491525423728814,450,380,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.707386363636364,440,500,FALSE,"Concurrent","High School Diploma or GED","Some College","Female"
0,0.807692307692308,520,390,FALSE,"Never","Some College","Some College","Female"
1,0.96551724137931,720,540,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.778884462151394,510,470,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.857142857142857,520,520,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.63963963963964,430,460,FALSE,"Never","Some High School","Bachelor Degree","Female"
0,0.304878048780488,420,530,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.304878048780488,420,530,TRUE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.901098901098901,570,500,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.113580246913580,470,480,FALSE,"Never","Some College","Some High School","Male"
0,0.668852459016393,420,360,FALSE,"Passed","Bachelor Degree","Some College","Female"
1,0.758620689655172,450,420,FALSE,"Never","Some College","Some College","Male"
1,0.78235294117647,610,660,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
0,0.736263736263736,470,450,FALSE,"Never","Some College","Some College","Male"
1,0.583333333333333,460,420,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.8203125,580,380,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.903225806451613,590,510,FALSE,"Never","Not Available","Not Available","Male"
1,0.687022900763359,480,390,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.248803827751196,480,560,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.248803827751196,480,560,TRUE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.947229551451187,570,600,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.216049382716049,460,460,FALSE,"Never","Some High School","Some College","Male"
0,0.216049382716049,460,460,TRUE,"Never","Some High School","Some College","Male"
0,0.560747663551402,470,380,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.560747663551402,470,380,TRUE,"Never","Some College","High School Diploma or GED","Female"
1,0.872727272727273,510,510,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.151785714285714,410,520,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.535331905781585,460,450,FALSE,"Never","Not Available","Not Available","Female"
0,0.75,440,470,FALSE,"Never","Some College","Associate/two-year degree","Female"
0,0.467637540453074,350,460,FALSE,"Never","Some High School","High School Diploma or GED","Female"
0,0.456211812627291,530,530,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.517391304347826,460,520,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.517391304347826,460,520,TRUE,"Never","Some College","Bachelor Degree","Male"
0,0.94375,540,510,FALSE,"Never","High School Diploma or GED","Associate/two-year degree","Female"
1,0.370044052863436,400,540,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.585034013605442,540,510,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.905263157894737,540,580,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.904347826086957,540,460,FALSE,"Never","Not Available","Not Available","Female"
1,0.409888357256778,540,480,FALSE,"Never","Some College","Some College","Male"
0,0.426294820717131,500,510,FALSE,"Never","Graduate/Professional degree","Some College","Female"
1,0.80058651026393,670,560,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
0,0.474164133738602,520,500,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.863157894736842,520,350,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.230403800475059,540,410,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.76061776061776,580,570,FALSE,"Never","Graduate/Professional degree","Some College","Male"
1,0.921052631578947,590,490,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
1,0.485714285714286,480,490,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.689130434782609,410,400,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.857142857142857,430,320,FALSE,"Never","No High School","No High School","Female"
0,0.793650793650794,480,400,FALSE,"Never","Some High School","Some High School","Female"
0,0.476190476190476,500,490,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.476190476190476,500,490,TRUE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.67910447761194,500,330,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
0,0.822843822843823,500,460,FALSE,"Never","Some College","Some College","Female"
0,0.557951482479784,530,490,FALSE,"Never","Some College","Some College","Male"
1,0.624615384615385,470,650,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
1,0.73134328358209,640,390,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.666666666666667,390,410,FALSE,"Never","Not Available","Not Available","Male"
1,0.95,580,530,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.714285714285714,440,510,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.538461538461538,540,450,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
0,0.687224669603524,640,550,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
1,0.687224669603524,640,550,TRUE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
0,0.693790149892934,390,490,FALSE,"Never","Some College","Some College","Female"
1,0.918238993710692,540,530,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.285714285714286,530,490,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.285714285714286,530,490,TRUE,"Never","Bachelor Degree","Some College","Male"
0,0.5546875,390,400,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.927152317880795,600,440,FALSE,"Never","Some College","Some College","Female"
0,0.584415584415584,460,410,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Male"
0,0.229402261712439,540,460,FALSE,"Never","Some College","Some College","Male"
0,0.597222222222222,450,410,FALSE,"Concurrent","High School Diploma or GED","Not Available","Female"
0,0.703703703703704,460,580,FALSE,"Never","Not Available","Not Available","Male"
1,0.595338983050848,500,610,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.373417721518987,380,410,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.734782608695652,580,600,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
0,0.51304347826087,430,420,FALSE,"Never","Some College","Some College","Female"
0,0.161764705882353,510,530,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.673913043478261,650,460,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.774193548387097,650,600,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
1,0.964285714285714,640,500,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.757575757575758,500,390,FALSE,"Never","Not Available","Not Available","Female"
1,0.714285714285714,420,330,FALSE,"Never","No High School","No High School","Female"
1,0.603174603174603,470,380,FALSE,"Never","Some High School","Some High School","Male"
0,0.79690949227373,470,470,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.53968253968254,460,370,FALSE,"Never","No High School","No High School","Female"
0,0.586206896551724,570,370,FALSE,"Never","Some College","Some College","Male"
1,0.964285714285714,480,570,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.631578947368421,530,560,FALSE,"Never","Some College","Some College","Female"
0,0.405660377358491,500,510,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.84,480,440,FALSE,"Never","Not Available","Not Available","Female"
0,0.616352201257862,420,490,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
0,0.785365853658537,610,600,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.508695652173913,480,510,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.89877300613497,560,460,FALSE,"Never","Some College","Some College","Female"
1,0.434121621621622,520,500,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
1,0.880597014925373,410,420,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.651202749140893,460,370,FALSE,"Never","Not Available","High School Diploma or GED","Female"
1,0.654731457800511,530,470,FALSE,"Never","Some College","Some College","Male"
0,0.506122448979592,480,380,FALSE,"Never","Associate/two-year degree","Not Available","Female"
0,0.650793650793651,580,470,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.932432432432432,560,580,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
0,0.54653937947494,370,420,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.597014925373134,490,440,FALSE,"Never","Some High School","Some High School","Male"
0,0.528571428571429,390,380,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.918367346938776,560,420,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.830508474576271,510,440,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.968253968253968,630,470,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.847769028871391,540,380,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
1,0.78804780876494,520,550,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.72,530,420,FALSE,"Never","High School Diploma or GED","Associate/two-year degree","Female"
0,0.588235294117647,510,510,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.6,390,440,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.4,460,530,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
0,0.668202764976959,600,510,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.649769585253456,500,570,FALSE,"Never","Some High School","High School Diploma or GED","Male"
0,0.759515570934256,580,720,FALSE,"Never","Some College","Some College","Male"
0,0.465116279069767,390,520,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.858823529411765,600,430,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.669172932330827,440,430,FALSE,"Never","Some College","Some College","Female"
1,0.947368421052632,640,470,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Male"
0,0.804878048780488,480,340,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.839130434782609,610,490,FALSE,"Never","Some College","Some College","Female"
1,0.844444444444444,540,580,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.6036866359447,530,480,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.628726287262873,580,540,FALSE,"Never","Some High School","High School Diploma or GED","Male"
0,0.841059602649007,490,410,FALSE,"Concurrent","Some College","Some College","Male"
1,0.644444444444444,580,500,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Male"
1,0.829268292682927,460,440,FALSE,"Never","Some College","Some College","Male"
1,0.98936170212766,610,630,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.818045112781955,500,450,FALSE,"Never","Some College","Graduate/Professional degree","Female"
1,0.608294930875576,530,540,FALSE,"Never","Associate/two-year degree","High School Diploma or GED","Female"
0,0.67065868263473,430,480,FALSE,"Never","Some College","Some College","Female"
1,0.7,460,460,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
1,0.986175115207373,640,680,FALSE,"Never","Graduate/Professional degree","Some College","Female"
0,0.423580786026201,450,560,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.603674540682415,460,420,FALSE,"Concurrent","High School Diploma or GED","High School Diploma or GED","Female"
1,0.921658986175115,620,680,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.644760213143872,520,550,FALSE,"Never","Graduate/Professional degree","Associate/two-year degree","Female"
0,0.873015873015873,500,410,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.461741424802111,550,590,FALSE,"Never","Some College","High School Diploma or GED","Male"
1,0.433333333333333,460,490,FALSE,"Never","Not Available","Not Available","Male"
1,0.897959183673469,580,410,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
0,0.857142857142857,540,370,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.979591836734694,650,490,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.571428571428571,420,320,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.55,580,680,FALSE,"Never","High School Diploma or GED","Associate/two-year degree","Male"
0,0.619047619047619,360,420,FALSE,"Never","No High School","High School Diploma or GED","Male"
0,0.377880184331797,520,460,FALSE,"Never","Some High School","High School Diploma or GED","Female"
1,0.942084942084942,640,620,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.637735849056604,470,450,FALSE,"Never","Not Available","Not Available","Female"
0,0.704654895666132,540,500,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
1,0.814285714285714,460,530,FALSE,"Never","Not Available","Some College","Female"
1,0.764065335753176,570,540,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.514096185737977,470,450,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
1,0.683241252302026,530,420,FALSE,"Never","Not Available","Not Available","Male"
1,0.571428571428571,510,500,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.888888888888889,560,510,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.785398230088496,440,440,FALSE,"Never","Not Available","Not Available","Male"
1,0.649164677804296,490,450,FALSE,"Never","Some College","Some College","Female"
1,0.932849364791289,570,590,FALSE,"Never","Some College","Associate/two-year degree","Female"
1,0.678571428571429,540,530,FALSE,"Never","Not Available","Not Available","Female"
1,0.820662768031189,540,580,FALSE,"Never","Some College","Graduate/Professional degree","Female"
1,0.759656652360515,390,410,FALSE,"Never","Some College","Associate/two-year degree","Female"
1,0.611111111111111,380,390,FALSE,"Never","Some High School","Some High School","Male"
0,0.793103448275862,540,530,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.647058823529412,570,500,FALSE,"Never","Bachelor Degree","Associate/two-year degree","Female"
1,0.975,700,520,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.59349593495935,420,450,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
1,0.80701754385965,520,430,FALSE,"Never","Not Available","Not Available","Female"
0,0.65,480,630,FALSE,"Never","No High School","Some High School","Female"
0,0.423295454545455,580,440,FALSE,"Passed","Some College","Some College","Male"
1,0.597014925373134,530,520,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.736842105263158,500,570,FALSE,"Never","Associate/two-year degree","Bachelor Degree","Female"
1,0.9,480,510,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
0,0.885714285714286,440,490,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.861702127659574,420,450,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.381578947368421,410,410,FALSE,"Never","Not Available","Not Available","Male"
0,0.508968609865471,500,420,FALSE,"Never","Associate/two-year degree","Associate/two-year degree","Female"
0,0.536121673003802,550,350,FALSE,"Never","Some College","Some College","Male"
1,0.777777777777778,480,510,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.663551401869159,500,510,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.148775894538606,550,500,FALSE,"Never","Associate/two-year degree","Graduate/Professional degree","Male"
1,0.837748344370861,600,540,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Male"
0,0.452173913043478,430,540,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.791666666666667,460,610,FALSE,"Never","Not Available","Not Available","Female"
1,0.68019093078759,490,470,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.65234375,420,470,FALSE,"Never","Some High School","High School Diploma or GED","Female"
1,0.811320754716981,520,470,FALSE,"Never","No High School","High School Diploma or GED","Male"
0,0.566176470588235,510,510,FALSE,"Never","Not Available","Not Available","Female"
1,0.779130434782609,510,480,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.854961832061069,560,500,FALSE,"Never","Bachelor Degree","Associate/two-year degree","Male"
1,0.663594470046083,550,480,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.345622119815668,520,570,FALSE,"Never","Some College","Associate/two-year degree","Male"
0,0.622119815668203,460,560,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.722222222222222,490,410,FALSE,"Never","Some College","Graduate/Professional degree","Male"
1,0.72644721906924,480,390,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
0,0.687382297551789,460,370,FALSE,"Never","Not Available","Not Available","Male"
0,0.687382297551789,460,370,TRUE,"Never","Not Available","Not Available","Male"
1,0.966019417475728,600,560,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.829545454545455,530,490,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.517241379310345,430,340,FALSE,"Never","High School Diploma or GED","Some High School","Male"
1,0.81081081081081,580,490,FALSE,"Never","Some College","Some College","Male"
0,0.612903225806452,540,500,FALSE,"Never","Not Available","Not Available","Male"
1,0.877551020408163,540,490,FALSE,"Never","Some College","Some College","Male"
1,0.795918367346939,500,370,FALSE,"Never","Some College","Some College","Male"
1,0.781376518218623,460,530,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.87,550,600,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.222222222222222,560,430,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.505882352941176,440,510,FALSE,"Never","Not Available","Associate/two-year degree","Female"
0,0.54954954954955,480,480,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.459119496855346,470,520,FALSE,"Never","Some College","Some College","Male"
0,0.5,380,410,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.5,380,410,TRUE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.730870712401055,540,510,FALSE,"Never","Not Available","Not Available","Female"
1,0.831578947368421,620,550,FALSE,"Never","Some College","Associate/two-year degree","Female"
1,0.413793103448276,650,570,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
0,0.432432432432432,420,430,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.878048780487805,480,420,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.306306306306306,430,480,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.495652173913044,470,440,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.797752808988764,510,480,FALSE,"Never","Some College","High School Diploma or GED","Male"
1,0.941176470588235,490,560,FALSE,"Never","Bachelor Degree","Not Available","Male"
0,0.619647355163728,450,440,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.67741935483871,480,440,FALSE,"Never","Some College","Associate/two-year degree","Male"
1,0.704761904761905,590,460,FALSE,"Never","Not Available","High School Diploma or GED","Female"
1,0.91044776119403,500,510,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.932584269662921,650,420,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.806818181818182,540,540,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.894736842105263,540,570,FALSE,"Never","Some College","Some College","Male"
1,0.757894736842105,550,450,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.89080459770115,600,580,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.321518987341772,420,510,FALSE,"Never","Associate/two-year degree","Graduate/Professional degree","Female"
0,0.321518987341772,420,510,TRUE,"Never","Associate/two-year degree","Graduate/Professional degree","Female"
1,0.8,460,530,FALSE,"Never","Some College","Bachelor Degree","Female"
0,0.778947368421053,390,520,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.676470588235294,490,550,FALSE,"Never","No High School","No High School","Male"
1,0.676470588235294,490,550,TRUE,"Never","No High School","No High School","Male"
0,0.919117647058823,610,550,FALSE,"Never","Not Available","Not Available","Male"
1,0.832474226804124,560,640,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.497787610619469,460,480,FALSE,"Never","High School Diploma or GED","Some High School","Female"
1,0.571428571428571,440,460,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.797297297297297,620,370,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.823529411764706,540,530,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.296875,540,450,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.647727272727273,390,390,FALSE,"Never","Some High School","Some High School","Female"
0,0.559659090909091,480,360,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.777777777777778,430,410,FALSE,"Never","Not Available","Not Available","Female"
0,0.777777777777778,430,410,TRUE,"Never","Not Available","Not Available","Female"
1,0.61875,540,550,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.65625,480,390,FALSE,"Never","Some College","Some College","Male"
0,0.836363636363636,560,590,FALSE,"Never","Not Available","Some College","Male"
1,0.6875,420,450,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.285714285714286,530,370,FALSE,"Never","No High School","No High School","Male"
0,0.633587786259542,450,500,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.633587786259542,450,500,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.608695652173913,560,430,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.789473684210526,440,590,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.909090909090909,620,560,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
0,0.7,400,550,FALSE,"Never","Not Available","High School Diploma or GED","Female"
0,0.512820512820513,420,450,FALSE,"Never","Not Available","Not Available","Female"
1,0.83265306122449,500,600,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
1,0.889400921658986,490,620,FALSE,"Never","Some High School","High School Diploma or GED","Female"
0,0.365079365079365,530,460,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
1,0.842553191489362,570,570,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.9921875,620,560,FALSE,"Never","Some College","Some College","Male"
1,0.842424242424242,570,490,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
1,0.520316027088036,560,480,FALSE,"Never","Some College","Some College","Female"
1,0.977707006369427,620,680,FALSE,"Never","Not Available","Not Available","Female"
0,0.595800524934383,420,490,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.763779527559055,510,400,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.266666666666667,460,520,FALSE,"Never","Some College","Some College","Male"
1,0.976470588235294,580,610,FALSE,"Never","Not Available","Not Available","Female"
1,0.748201438848921,500,470,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.774080560420315,480,470,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.873303167420814,580,530,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.709219858156028,470,420,FALSE,"Never","Not Available","Not Available","Female"
1,0.470046082949309,460,530,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
0,0.485795454545455,480,520,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.258227848101266,590,520,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.701470588235294,580,530,FALSE,"Never","Not Available","Not Available","Female"
1,0.908256880733945,490,550,FALSE,"Never","Not Available","Not Available","Male"
0,0.76425855513308,560,560,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.93312101910828,570,600,FALSE,"Never","Not Available","Not Available","Female"
0,0.56020942408377,500,460,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.929245283018868,520,450,FALSE,"Never","Some College","Associate/two-year degree","Female"
1,0.816867469879518,550,610,FALSE,"Never","Not Available","Not Available","Female"
1,0.561484918793503,460,390,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
1,0.890951276102088,500,510,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.849056603773585,460,480,FALSE,"Never","Some College","Some College","Female"
0,0.709183673469388,500,430,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
1,0.851351351351351,500,470,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.93939393939394,550,600,FALSE,"Never","Not Available","Not Available","Female"
